id,program_id,label,value,display_order,template_id
13344,4188,"Equipment Requirements","Must be EnergyStar qualified unless otherwise noted<br />
Central Air Conditioner: Replacement only, must be SEER 14 or higher<br />
Pipe Wrap: R-4, insulating hot water pipes",3,98
13345,4200,"Equipment Requirements","Tankless Water Heater: UEF 0.81 or higher<br>",3,98
13346,4289,"Equipment Requirements",,3,98
13347,3880,"Equipment Requirements","See program for full details",3,98
13348,3881,"Equipment Requirements",,3,98
13349,3882,"Equipment Requirements","Equipment must be new and certified by the California Energy Commission (CEC); modules and inverters require 10-year manufacturer's warranty; lockable external disconnect switch is required.",3,98
13350,3890,"Equipment Requirements","Equipment must be new; modules and inverters must have a minimum warranty of 10 years; lockable external disconnect switch required",3,98
13351,3868,"Equipment Requirements","Incentives vary by efficiency and specifications on application<br>",3,98
13352,4306,"Equipment Requirements","Equipment installations are recommended and installed by the utility's implementation contractor, EnerPath Services, Inc.",3,98
13353,3944,"Equipment Requirements","Must meet Energy Star standard",3,98
13354,5450,"Equipment Requirements","See program website",3,98
13355,3879,"Equipment Requirements","Varies by technology and system capacity",3,98
13356,3909,"Equipment Requirements",,3,98
13357,5452,"Equipment Requirements","Furnace/Boiler: Must be 92% AFUE efficient or better; high-efficiency (.67 EF gas, .92 EF electric)<br />
Tankless water heater: .82 EF minimum<br />
Attic/roof total insulation: R-49 minimum<br />
Wall insulation: R-19 minimum<br />
Windows: U-.32 minimum; must be whole-house replacement<br />
Lighting: Products must be ENERGY STAR or Lighting Facts listed",3,98
13358,3912,"Equipment Requirements","Furnace: AFUE 95% and greater ($300)
",3,98
13359,3924,"Equipment Requirements","All equipment must be new and be UL or ETL listed; equipment to be replaced must be at least 5 years old or older 
",3,98
13360,3973,"Equipment Requirements","Varies by equipment type; equipment must be new to qualify for incentives<br />
Geothermal Heat Pumps must be variably controlled",3,98
13361,5453,"Equipment Requirements",,3,98
13362,5457,"Equipment Requirements","Heat Pumps and A/C: must be 14 SEER or greater, include an ECM fan motor on the indoor unit, and have an HSPF of 8.2 or greater A/C: must be 14 SEER or greater, include an ECM fan motor on the indoor unit<br />
Geothermal Heat Pumps: must be 11.5 EER or greater and include an ECM fan motor on the indoor unit",3,98
13363,3896,"Equipment Requirements",,3,98
13364,3898,"Equipment Requirements","Requirements vary by efficiency measure; a list of equipment efficiency requirements is located on the program web site.",3,98
13365,5491,"Equipment Requirements","Projects must be pre-approved before construction or installation to be eligible for an incentive. Once energy saving projects are identified, contact us to determine if you qualify for the program. We will quantify the potential savings and incentives available, and help you apply.<br>Must submit final application with 60 days of completion.<br>All equipment must be new and not covered by other Appalachian Power incentive programs.<br>Program details can be found on the program website.",3,98
13366,4546,"Equipment Requirements","See program website for full requirements",3,98
13367,3902,"Equipment Requirements","Hot Air Furnace: 90% AFUE<br>
Hot Water Boiler: 85% AFUE<br>
Steam Boiler: 81% AFUE<br>
Programmable Thermostat: ENERGY STAR",3,98
13368,3903,"Equipment Requirements","All appliances must use natural gas a fuel
Furnace: 90% AFUE
Hot Water Boiler: 85% AFUE
Steam Boiler: 81% AFUE
Programmable Thermostat: Energy Star Rated
Storage Tank Water Heater: 0.61 EF
Tankless Water Heater: 0.78 EF",3,98
13369,3926,"Equipment Requirements",,3,98
13370,3927,"Equipment Requirements","Must meet Energy Star standard",3,98
13371,4320,"Equipment Requirements",,3,98
13372,4313,"Equipment Requirements",,3,98
13373,3380,"Equipment Requirements",,3,98
13374,3382,"Equipment Requirements","Qualifications vary and are listed in detail on the applications.",3,98
13375,3391,"Equipment Requirements","All appliances must be Energy Star rated. <br/>
Clothes Washers: MEF 2.0 or higher <br/>
Air-source/Gas Backup Heat Pumps: 9 HSPF, 14 SEER for split systems<br />
Ductless Heat Pumps: See program information sheet<br />
Insulation: Ceiling R-49, floor R-19, walls R-11",3,98
13376,3408,"Equipment Requirements","Tank Water Heater: .94 EF minimum",3,98
13377,4128,"Equipment Requirements","See program website for full details",3,98
13378,3383,"Equipment Requirements","Equipment must be new; PV equipment must be listed as eligible under the California Solar Initiative (CSI); Utility grade meter (new or refurbished) required for PV systems; SRCC OG-100 certification required for solar thermal collectors",3,98
13379,3392,"Equipment Requirements",,3,98
13380,3389,"Equipment Requirements",,3,98
13381,3283,"Equipment Requirements","See program website.",3,98
13382,3282,"Equipment Requirements",,3,98
13383,3290,"Equipment Requirements","Energy Star designation (or higher) generally required",3,98
13384,3284,"Equipment Requirements","See program website.",3,98
13385,3286,"Equipment Requirements","All appliances and CFLs must be ENERGY STAR rated",3,98
13386,3475,"Equipment Requirements","Natural Gas Furnace: minimum AFUE of 92%<br />
Natural Gas Water Boiler: minimum AFUE of 90%<br />
Steam Boiler: minimum AFUE of 82%<br />
Wifi Thermostats: must be Energy Star rated, installed by a contractor at the time of furnace or boiler replacement.",3,98
13387,5560,"Equipment Requirements","Grid-Tied PV: NABCEP certification",3,98
13388,3413,"Equipment Requirements","See Program Web Site for Equipment Requirements",3,98
13389,3285,"Equipment Requirements","Central Air Conditioning and Heat Pumps: At least SEER 16.0; EER 12.0<br />
Room Air Conditioners: Must be ENERGY STAR rated and added to existing home<br />
Ceiling Insulation: Existing and new insulation must be at least R-30<br />
Windows/Doors: Must be ENERGY STAR rated",3,98
13390,3300,"Equipment Requirements","System must come with a minimum five-year warranty",3,98
13391,3303,"Equipment Requirements","Energy audit required prior to any improvements; equipment must generally be Energy Star rated",3,98
13392,3305,"Equipment Requirements","System components must be on the CEC's <a href=""http://www.gosolarcalifornia.org/equipment/""target=""_blank"">list of eligible equipment</a>.<br>
",3,98
13393,3289,"Equipment Requirements","Solar PV System: must be new and have a performance meter; larger systems (100 kW+) must have a performance meter with remote communications capability; system must carry a one-year warranty; meter must carry a five-year warranty and solar panels must carry a ten-year warranty; must be in compliance with IEEE 929-2000 and NEC<br>
Solar Thermal System (<10,000 kWh/year):Collectors shall be rated and certified OG-100 by the SRCC, and the actual energy output shall be determined by an onsite energy meter that meets performance standards established by OIML. System must carry a one-year warranty; meter must carry a five-year warranty and solar panels must carry a ten-year warranty.<br>
Solar Thermal System (>10,000 kWh/year): Systems shall be rated and certified by the SRCC, and the energy output shall be determined by the SRCC OG-300 annual systems performance rating protocol; or the SRCC OG-100 solar collector rating protocol; or an onsite energy meter that measures the actual energy output and meets performance standards established by OIML.  System must carry a one-year warranty; meter must carry a five-year warranty and solar panels must carry a ten-year warranty.",3,98
13394,5567,"Equipment Requirements",,3,98
13395,3287,"Equipment Requirements","Windows must be recognized/rated by NFRC (National Fenestration Rating Council) and ENERGY STAR<br />
Insulation must be recognized/rated by the ASTM (American Society Testing Measurement <br />
Furnace: 95% AFUE<br />
",3,98
13396,3192,"Equipment Requirements","PV systems must be UL 1703 certified; all equipment must be new. Inverters must comply with IEEE 1547 and UL 1741.",3,98
13397,3146,"Equipment Requirements",,3,98
13398,3154,"Equipment Requirements","See program website",3,98
13399,3143,"Equipment Requirements","Qualifying systems must be certified by the Solar Rating and Certification Corporation (SRCC) or the Florida Solar Energy Center (FSEC).",3,98
13400,3144,"Equipment Requirements","Clothes Washers: MEF of 2.38 or higher",3,98
13401,3148,"Equipment Requirements","See program website",3,98
13402,3744,"Equipment Requirements","Appliances: Must be ENERGY STAR rated<br />
Air-Source Heat Pump: ≥ 16 SEER, ≥ 13 EER and ≥ 9.0 HSPF (Tier 1); ≥ 18 SEER, ≥ 13 EER and ≥ 9.5 HSPF (Tier 2)<br />
Central A/C: ≥ 16 SEER and ≥ 13 EER (Tier 1); ≥ 18 SEER and ≥ 13 EER (Tier 2)<br />
Geothermal Heat Pumps: 17.1 EER; 3.6 COP<br />
LED Lighting: ENERGY STAR rated <br />
Refrigerator and Room A/C: ENERGY STAR rated<br />
Refrigerator/Freezer Recycling: Recycled unit must be in working condition
Room A/C/Dehumidifier Recycling: Recycled unit must be in working condition<br />",3,98
13403,3745,"Equipment Requirements","Appliances: Must be ENERGY STAR rated<br />
Air-Source Heat Pump: ≥ 16 SEER, ≥ 13 EER and ≥ 9.0 HSPF (Tier 1); ≥ 18 SEER, ≥ 13 EER and ≥ 9.5 HSPF (Tier 2)<br />
Central A/C: ≥ 16 SEER and ≥ 13 EER (Tier 1); ≥ 18 SEER and ≥ 13 EER (Tier 2)<br />
Geothermal Heat Pumps: 17.1 EER; 3.6 COP<br />
LED Lighting: ENERGY STAR rated <br />
Refrigerator and Room A/C: ENERGY STAR rated<br />
Refrigerator/Freezer Recycling: Recycled unit must be in working condition
Room A/C/Dehumidifier Recycling: Recycled unit must be in working condition<br />",3,98
13404,3590,"Equipment Requirements","See program website",3,98
13405,3673,"Equipment Requirements","Must use CEC-certified <a href=""http://www.gosolarcalifornia.org/equipment/pv_modules.php""target=""_blank"">PV modules</a> and <a href=""http://www.gosolarcalifornia.org/equipment/inverters.php""target=""_blank"">inverters</a><br>
Systems must be grid-connected.<br>
Inverters and modules must each carry a 10-year warranty.<br>
PV modules must be UL 1703-certified<br>
Inverters must be UL 1741-certified, and tested by the Energy Commission",3,98
13406,3674,"Equipment Requirements","Air-Source Heat Pump:  SEER 15; HSPF greater than or equal to 8.5<br />
Central Air-Conditioner: SEER 15; EER 12.5<br />
Evaporative Cooler: Varies by application, see program web site<br />
Refrigerator: must be Energy Star rated<br />
Clothes Washer: must be Energy Star rated; MEF of 1.80 or greater<br />
Dishwasher: See program web site <br />
CFL Fixtures: See program web site<br />
Whole home Energy Star Certification: home must meet the minimum index for Energy Star certification for either zone 4 or 5 depending on county<br />",3,98
13407,3200,"Equipment Requirements","Projects may consist of a single wind turbine or a group of wind turbines.  Must be in or able to deliver power to the service territory of either Portland General Electric or Pacific Power; off grid projects are not eligible.",3,98
13408,3746,"Equipment Requirements","Refrigerator and Room A/C: Must be Energy Star<br>
Water Heater: Must have Efficiency Factor of at least 0.93 
",3,98
13409,3466,"Equipment Requirements","All equipment must meet certain efficiency standards located on the program web site <br>",3,98
13410,3158,"Equipment Requirements","Air Source Heat Pump: 15 SEER, 8.5 HSPF minimum<br /> 
Geothermal Heat Pump: 21 EER, 4.1 COP minimum<br /> 
Electric Water Heater: .94 EF minimum<br /> 
Heat Pump Water Heater: 2 EF minimum
Refrigerator Recycling: 10 - 30 cubic feet, working condition
Electric Storage Water Heater: Energy Factor of 0.95 or more
High Efficiency Water Heater: EF of 0.94 or greater 30 to 50 gallons
EF of 0.92 or greater over 50 gallons
CFL or LED lighting fixture: Energy Star rated
",3,98
13411,3169,"Equipment Requirements",,3,98
13412,3170,"Equipment Requirements","Central AC Maintenance: 13 SEER minimum<br />
Heat Pump: 15 SEER, 12.5 EER, 8.5 HSPF minimum<br />
Insulation: minimum R-30 over/under conditioned space, R-15 under raised floors.",3,98
13413,3194,"Equipment Requirements","All Appliances: Must be Energy Star<br />
Central AC: SEER 14.0 and higher <br />
Packaged Terminal AC/Heat Pump: 11.0 EER and higher<br />
Air Source Heat Pumps: SEER 14.0 and higher <br />
Electric Water Heaters: Must participate in Eau Claire Energy Cooperative's Load Management Program to be eligible for this rebate",3,98
13414,3427,"Equipment Requirements",,3,98
13415,3231,"Equipment Requirements",,3,98
13416,3247,"Equipment Requirements","Varies depending on technology; must be Energy Star certified",3,98
13417,3695,"Equipment Requirements",,3,98
13418,3463,"Equipment Requirements","See program for details",3,98
13419,3464,"Equipment Requirements","Furnace: Annual Fuel Utilization Efficiency (AFUE) 94% or greater<br>
Water Boiler: 90% or greater AFUE<br>
Storage Water Heater: >= 40 Gallons",3,98
13420,3731,"Equipment Requirements",,3,98
13421,3739,"Equipment Requirements","Appliances must be ENERGY STAR or CEE Rated; see the Commercial Food Service Equipment Rebate Agreement for details.<br />
",3,98
13422,3294,"Equipment Requirements","Cooling/heating equipment using energy sources other than electricity do not qualify for the program.",3,98
